node_id	soil_moisture	temperature	humidity
1	76.10	26.40	31.40
1	73.20	33.90	81.80
1	59.60	29.00	42.50
1	30.90	35.20	26.10
1	30.50	15.50	48.30
1	28.90	39.10	83.50
1	47.60	25.80	70.30
1	39.00	15.10	48.60
1	31.10	22.10	69.20
1	60.70	33.40	55.80
1	53.90	31.00	55.90
1	25.50	30.80	74.70
1	69.70	22.30	41.40
1	19.30	19.30	28.40
1	40.50	39.40	24.70
1	21.30	29.00	78.70
1	54.90	22.10	39.40
1	64.70	32.40	87.30
1	58.40	29.40	86.10
1	71.60	31.20	49.20
1	18.10	23.70	88.20
1	34.80	25.50	28.70
1	49.90	37.60	32.50
1	79.10	34.60	75.30
1	40.30	26.00	43.10
1	21.60	23.10	25.90
1	42.60	26.20	35.30
1	35.40	28.10	35.30
1	30.40	16.10	20.30
1	65.00	29.50	54.00
1	71.40	22.90	89.30
1	23.80	29.10	72.30
1	41.90	35.60	32.10
1	74.20	33.50	53.60
1	69.20	25.40	38.30
1	64.50	29.30	53.90
1	43.70	15.10	34.50
1	18.00	26.50	85.10
1	21.00	17.20	83.40
1	61.60	15.30	63.20
1	68.60	39.20	43.30
1	25.60	31.30	67.40
1	66.10	37.30	77.40
1	57.20	15.60	88.00
1	42.60	27.10	46.30
1	15.50	23.90	29.70
1	78.60	31.40	33.30
1	19.70	23.90	56.70
1	62.70	22.10	47.00
1	46.00	35.60	40.10
1	21.20	15.60	46.80
1	59.80	17.60	37.20
1	62.80	23.70	45.20
1	45.20	23.20	59.70
1	31.40	20.00	66.30
1	25.20	36.90	36.20
1	27.70	36.10	51.30
1	49.60	34.80	75.20
1	74.50	21.50	34.70
1	41.00	37.80	73.20
1	51.00	24.10	55.10
1	17.80	37.60	44.30
1	61.10	19.00	28.20
1	49.20	39.60	52.20
1	17.90	15.50	51.90
1	77.00	38.30	36.60
1	50.00	28.70	81.80
1	72.80	30.10	21.80
1	52.30	28.10	46.70
1	69.80	26.00	89.60
1	43.50	21.40	79.30
1	17.90	15.10	53.80
1	17.40	19.00	51.20
1	60.00	25.80	22.80
1	25.10	36.10	75.20
1	70.90	15.20	47.80
1	76.40	20.50	82.60
1	66.00	39.10	54.70
1	24.40	20.70	29.60
1	74.00	30.00	26.70
1	29.90	39.90	53.80
1	79.30	34.40	50.70
1	57.20	27.40	59.70
1	43.10	37.40	29.00
1	64.30	33.60	25.30
1	69.80	25.50	26.70
1	35.00	36.70	40.60
1	26.40	25.60	69.40
1	48.10	18.70	61.60
1	38.60	33.10	41.30
1	64.00	17.50	87.80
1	34.70	21.00	33.10
1	78.80	30.30	73.80
1	55.20	20.70	21.20
1	36.20	26.40	49.80
1	20.00	34.80	45.00
1	18.20	25.30	83.60
1	56.20	30.70	35.40
1	57.70	28.40	39.40
1	32.40	19.30	83.70
1	66.60	26.90	51.20
1	79.30	27.20	38.00
1	29.30	23.70	88.50
1	41.50	25.70	35.90
1	68.40	39.60	48.60
1	68.90	37.00	21.00
1	56.90	16.70	51.70
1	15.40	35.40	39.00
1	21.10	18.10	71.70
1	20.50	17.10	83.20
1	19.10	27.50	58.60
1	68.40	18.80	62.90
1	56.40	39.00	57.40
1	55.90	27.50	51.80
1	47.80	17.60	39.00
1	74.90	32.00	85.50
1	24.90	32.00	41.00
1	33.50	17.10	77.00
1	27.00	33.70	37.20
1	20.80	22.80	27.50
1	53.70	16.00	66.30
1	49.60	17.50	59.40
1	66.20	19.70	27.20
1	79.00	29.70	21.80
1	71.50	24.00	32.20
1	62.10	20.30	88.50
1	52.50	18.70	42.60
1	33.10	15.40	84.70
1	66.20	33.10	82.00
1	51.10	28.70	61.80
1	48.10	22.70	59.50
1	33.80	18.60	33.00
1	49.00	33.10	84.70
1	58.50	28.10	83.40
1	53.40	35.20	90.00
1	34.00	21.30	69.40
1	41.00	21.30	83.90
1	53.90	22.10	47.40
1	71.30	35.00	32.60
1	68.20	26.10	46.40
1	34.30	39.50	49.10
1	76.50	16.90	70.10
1	28.00	28.50	82.00
1	26.20	29.40	22.80
1	65.00	33.40	82.80
1	66.00	24.70	75.50
1	49.30	36.20	47.20
1	23.00	17.80	25.10
1	50.60	35.60	31.30
1	35.50	38.10	32.10
1	29.50	31.20	54.80
1	39.60	18.50	54.60
1	42.00	38.60	36.00
1	45.10	16.00	65.90
1	74.40	21.50	41.40
1	36.00	29.20	66.30
1	67.50	31.70	30.30
1	18.20	25.30	59.20
1	25.60	24.90	35.70
1	25.50	26.10	88.70
1	63.00	16.10	81.40
1	31.80	31.60	55.20
1	53.70	29.40	80.60
1	22.80	39.40	29.60
1	59.90	35.20	32.70
1	50.90	23.00	87.70
1	61.40	30.40	81.10
1	49.30	20.40	61.30
1	56.60	32.70	24.50
1	23.70	34.20	60.30
1	15.30	33.90	22.40
1	38.90	36.10	57.80
1	38.40	36.30	31.00
1	58.40	34.10	32.60
1	60.40	31.90	72.80
1	65.00	24.50	74.50
1	52.40	24.20	35.80
1	27.90	22.20	78.20
1	42.70	24.90	25.90
1	47.20	22.10	22.60
1	48.30	33.80	71.60
1	75.50	19.20	73.60
1	53.50	30.90	53.50
1	65.10	27.20	28.80
1	60.70	33.70	72.00
1	35.70	21.60	73.60
1	64.50	20.30	27.00
1	22.80	25.70	86.40
1	46.70	16.80	24.30
1	46.50	32.80	81.60
1	73.70	27.10	22.20
1	69.30	30.80	24.90
1	47.50	33.70	53.50
1	80.00	36.10	60.70
1	40.30	20.60	34.30
1	54.40	33.10	39.00
1	78.40	24.70	83.50
1	54.60	35.30	51.20
1	35.00	19.30	76.10
1	24.60	34.30	55.70
1	26.20	24.70	47.80
1	30.30	34.80	30.40
1	24.70	21.40	65.70
1	66.70	27.40	68.10
1	29.90	26.70	77.30
1	58.00	15.10	86.90
1	20.10	15.40	64.80
1	74.20	34.80	56.40
1	70.90	32.80	74.10
1	36.40	31.90	55.00
1	34.80	31.00	80.90
1	39.60	37.30	50.00
1	69.10	16.00	31.30
1	42.70	38.40	34.60
1	61.60	25.10	37.40
1	47.60	27.70	78.60
1	43.10	30.70	79.40
1	34.50	39.80	27.80
1	51.80	36.50	20.00
1	30.30	19.90	49.30
1	50.40	17.70	59.20
1	48.00	27.10	61.40
1	22.00	36.50	53.00
1	61.30	20.40	31.40
1	22.50	37.80	33.80
1	50.70	24.50	69.70
1	77.90	18.10	44.20
1	34.10	28.90	76.30
1	63.30	16.40	39.80
1	24.20	39.00	25.00
1	70.50	35.50	78.30
1	51.60	37.10	66.80
1	24.00	17.80	80.90
1	18.60	24.20	27.50
1	39.80	24.20	47.20
1	16.30	16.80	45.20
1	65.40	37.90	67.30
1	49.50	27.70	72.60
1	76.20	25.10	69.00
1	59.30	28.60	38.90
1	40.80	23.70	76.40
1	32.90	25.20	34.80
1	68.60	39.60	70.30
1	78.60	31.70	52.80
1	17.40	19.70	77.70
1	69.40	36.10	67.70
1	19.70	31.10	43.30
1	27.50	16.90	36.40
1	23.00	19.30	44.50
1	49.40	37.50	43.30
1	19.30	28.10	49.50
1	38.20	20.30	47.00
1	64.30	32.60	66.70
1	25.40	28.20	49.70
1	23.20	17.70	72.50
1	15.50	37.10	44.70
1	62.40	36.60	26.70
1	34.10	39.70	74.00
1	25.60	20.20	29.80
1	56.90	21.80	28.00
1	54.80	17.60	52.80
1	31.90	17.90	28.90
1	42.30	15.40	72.90
1	32.00	38.90	57.20
1	70.40	36.10	74.40
1	28.00	37.40	61.30
1	30.90	23.60	66.80
1	53.90	31.40	50.40
1	17.50	19.00	62.50
1	74.50	15.90	25.60
1	68.10	33.10	85.30
1	52.30	39.80	37.80
1	33.00	16.60	30.70
1	74.40	36.40	22.80
1	48.50	31.50	60.40
1	65.90	38.60	67.10
1	57.50	17.50	44.50
1	25.40	22.90	87.90
1	53.60	24.70	42.30
1	35.60	24.40	82.00
1	66.90	35.20	64.00
1	47.30	35.40	81.60
1	39.40	23.80	34.00
1	19.00	37.60	56.30
1	17.90	25.80	48.00
1	36.30	26.90	63.40
1	57.20	36.20	58.40
1	61.00	30.50	35.80
1	29.40	37.20	30.40
1	20.30	15.40	53.00
1	33.50	27.80	35.50
1	44.70	30.00	24.90
1	54.50	38.90	33.10
1	48.20	22.20	46.90
1	37.80	22.00	53.90
1	64.10	39.00	84.60
1	38.90	29.50	66.00
1	74.90	38.10	57.20
1	25.10	16.50	43.10
1	52.20	28.80	54.70
1	57.80	25.10	24.30
1	78.40	17.10	52.80
1	69.50	25.30	31.90
1	60.70	33.90	84.60
1	27.10	21.40	70.70
1	70.30	23.80	23.70
1	75.40	26.30	39.30
1	21.20	24.40	62.00
1	47.30	16.90	21.20
1	24.10	31.30	42.40
1	36.80	32.70	43.40
1	20.50	26.40	77.30
1	62.80	25.10	62.20
1	73.30	20.30	40.10
1	35.70	21.50	62.30
1	64.40	21.60	34.20
1	37.30	24.20	59.40
1	37.50	16.50	63.70
1	59.60	34.90	55.70
1	35.00	28.10	25.90
1	66.80	20.40	76.50
1	41.80	22.20	85.70
1	75.00	19.90	28.30
1	28.00	26.30	81.00
1	43.90	18.70	22.50
1	37.10	26.50	57.10
1	53.60	17.90	59.20
1	45.60	18.50	38.20
1	34.90	16.30	30.70
1	26.00	36.10	66.80
1	62.90	26.40	63.70
1	63.40	17.80	24.90
1	23.10	23.20	73.20
1	58.20	32.20	80.00
1	70.80	24.40	61.70
1	78.10	17.50	35.30
1	71.90	37.50	50.10
1	24.40	33.00	42.60
1	54.80	16.70	77.10
1	45.20	30.40	38.10
1	46.40	23.70	55.10
1	54.60	34.60	31.80
1	22.40	29.00	36.60
1	18.40	17.80	45.40
1	50.60	28.30	32.50
1	40.10	23.20	46.50
1	71.40	38.90	56.70
1	25.30	35.20	44.10
1	34.70	21.70	39.80
1	67.00	22.60	83.50
1	56.40	34.70	52.50
1	61.30	18.50	67.20
1	47.60	37.60	46.50
1	51.70	19.60	41.20
1	49.10	30.20	27.50
1	46.80	31.70	38.20
1	54.80	30.10	82.20
1	48.60	31.20	51.90
1	45.80	23.30	30.90
1	41.40	39.60	23.30
1	62.50	38.50	87.30
1	56.10	24.80	46.50
1	16.90	21.30	56.80
1	15.50	21.00	77.90
1	64.40	32.40	70.50
1	33.70	29.40	80.40
1	29.40	19.30	63.30
1	63.10	25.40	41.70
1	66.40	35.50	79.90
1	35.50	35.70	63.10
1	69.60	20.20	53.60
1	33.00	19.70	83.40
1	35.20	20.80	50.50
1	31.30	18.90	23.20
1	59.20	36.70	56.50
1	55.50	37.20	50.70
1	62.00	38.30	72.30
1	32.40	25.40	70.40
1	50.10	38.40	36.50
1	16.80	29.90	74.40
1	49.10	34.50	54.40
1	25.80	32.20	79.40
1	25.00	20.80	49.70
1	17.10	17.80	65.00
1	77.50	30.30	68.50
1	62.60	36.80	48.20
1	65.50	18.80	83.80
1	59.40	22.70	64.70
1	52.70	28.40	79.70
1	28.30	37.70	56.80
1	34.50	23.20	35.00
1	55.70	37.40	80.70
1	63.90	30.00	70.00
1	63.50	29.60	34.40
1	59.20	33.60	67.10
1	77.60	29.10	57.50
1	75.10	15.70	85.40
1	33.50	25.00	86.80
1	50.00	36.20	82.90
1	66.80	35.20	28.90
1	27.90	19.40	31.60
1	38.50	29.10	31.60
1	44.50	30.90	42.90
1	70.00	35.60	53.10
1	62.70	24.60	38.00
1	69.60	29.80	78.20
1	33.00	37.70	29.80
1	25.50	33.90	36.30
1	21.40	26.10	61.60
1	61.30	32.90	32.00
1	48.50	15.40	62.70
1	27.40	19.80	38.10
1	28.60	20.20	43.60
1	66.30	27.50	67.20
1	35.00	17.00	29.30
1	51.70	19.50	52.60
1	59.60	36.50	74.70
1	60.30	26.20	84.50
1	19.50	20.60	73.90
1	78.20	38.20	73.00
1	16.40	22.30	81.70
1	24.60	34.10	62.60
1	54.30	25.90	82.80
1	44.00	23.70	70.80
1	49.00	19.00	75.00
1	46.40	25.00	65.10
1	52.90	32.10	88.00
1	69.50	32.00	34.30
1	44.20	27.10	36.90
1	27.40	17.80	50.70
1	79.80	34.40	44.00
1	32.60	33.60	54.30
1	30.90	38.80	26.20
1	19.10	35.90	56.10
1	16.60	29.70	68.00
1	67.80	31.40	71.00
1	31.90	17.30	57.00
1	28.90	27.70	21.10
1	63.20	16.90	36.30
1	78.50	21.90	71.80
1	55.30	21.50	47.30
1	52.60	21.40	58.60
1	55.70	20.80	57.90
1	59.40	28.60	31.70
1	66.70	30.60	78.00
1	30.20	39.30	70.30
1	26.60	30.60	34.40
1	60.40	18.40	78.20
1	63.80	24.00	67.50
1	52.20	33.40	40.80
1	75.30	26.60	38.40
1	58.00	31.10	22.90
1	22.30	22.90	59.90
1	39.00	36.90	84.10
1	50.20	34.80	59.70
1	47.40	27.30	32.10
1	53.60	28.40	79.00
1	16.90	18.40	22.30
1	29.30	20.40	58.40
1	35.70	36.00	47.20
1	22.70	16.70	67.00
1	47.70	26.50	27.00
1	32.60	30.00	60.20
1	68.10	24.40	20.20
1	45.80	19.50	24.10
1	16.10	31.10	27.50
1	59.10	34.90	44.00
1	38.00	37.70	72.20
1	72.50	36.30	42.20
1	44.80	16.10	36.60
1	24.80	18.70	69.30
1	75.60	23.50	80.10
1	29.20	26.00	65.40
1	78.20	26.80	55.50
1	23.40	23.90	55.50
1	18.50	27.40	80.90
1	74.40	23.70	69.10
1	49.60	26.70	26.70
1	54.30	28.90	81.10
1	57.60	15.30	59.80
1	51.20	37.50	39.00
1	18.00	32.50	60.30
1	65.10	26.20	60.90
1	19.20	27.60	77.10
1	34.00	26.20	45.90
1	62.10	34.20	40.00
1	72.60	38.50	59.90
1	19.00	39.60	77.90
1	64.90	29.30	82.30
1	26.10	39.50	85.70
1	64.70	21.10	67.70
1	21.40	20.80	25.50
1	79.70	18.40	34.40
1	32.30	30.00	70.30
1	62.70	32.70	69.90
1	47.50	27.60	50.30
1	17.80	24.10	37.40
1	71.30	25.20	74.00
1	64.90	36.30	63.00
1	59.20	22.40	26.30
1	49.90	25.60	34.40
1	24.20	20.90	66.30
1	25.30	32.50	87.80
1	67.00	18.00	50.00
1	43.10	29.50	81.70
1	49.30	21.80	84.80
1	42.80	25.30	78.10
1	40.90	18.00	33.90
1	47.60	31.10	62.20
1	52.90	31.60	52.30
1	43.00	30.00	70.00
1	59.90	33.40	66.70
1	75.70	21.60	85.00
1	22.90	34.60	81.10
1	33.20	30.10	85.20
1	30.60	22.00	80.00
1	66.60	19.60	74.70
1	22.80	31.50	27.60
1	46.00	27.60	82.00
1	24.40	36.90	30.80
1	37.30	33.70	36.30
1	67.70	30.90	52.70
1	71.80	23.20	40.00
1	31.70	34.00	51.40
1	30.50	22.50	84.40
1	48.00	35.50	59.50
1	18.10	27.50	60.80
1	15.30	32.10	68.00
1	66.70	35.40	22.60
1	45.10	37.50	78.00
1	65.60	18.20	82.60
1	24.20	16.70	64.60
1	18.70	17.80	56.50
1	19.90	29.40	40.20
1	23.10	26.10	26.00
1	76.70	28.60	27.20
1	57.10	24.90	55.70
1	72.20	35.20	20.30
1	72.00	36.30	68.10
1	23.40	24.50	47.50
1	32.00	15.60	48.10
1	34.90	26.60	38.30
1	65.10	28.30	30.30
1	16.70	18.10	31.10
1	26.40	37.70	35.00
1	32.30	18.70	52.40
1	16.30	17.80	65.40
1	45.20	37.50	23.00
1	60.40	39.10	39.40
1	74.20	34.60	78.30
1	42.10	17.30	56.20
1	29.80	15.50	25.70
1	69.00	19.70	62.10
1	76.00	20.50	63.40
1	24.60	17.10	71.90
1	59.60	15.50	59.20
1	77.60	17.20	58.60
1	74.90	35.60	30.60
1	35.40	20.90	62.00
1	20.70	26.70	72.10
1	60.70	17.10	56.70
1	22.90	38.10	61.50
1	27.50	32.90	73.40
1	25.60	26.00	83.60
1	70.70	16.50	50.20
1	79.80	18.60	84.30
1	43.40	35.50	67.20
1	38.60	17.80	65.30
1	23.20	25.90	76.80
1	63.60	36.90	72.60
1	59.10	16.70	80.60
1	53.70	28.80	30.60
1	18.50	27.70	79.10
1	63.70	17.90	70.70
1	27.90	16.60	54.20
1	54.60	35.70	35.10
1	72.40	24.40	41.50
1	37.70	24.90	48.20
1	52.40	38.80	89.40
1	45.70	33.80	69.70
1	30.10	19.20	29.10
1	54.50	35.00	74.10
1	31.10	33.00	73.30
1	78.00	36.20	70.70
1	17.80	34.10	34.00
1	42.90	27.70	74.80
1	18.50	17.70	20.90
1	26.60	18.40	56.00
1	53.20	24.70	59.00
1	15.50	25.00	62.80
1	39.70	25.50	28.30
1	78.30	39.10	57.20
1	66.70	16.80	76.70
1	50.90	28.40	27.40
1	42.80	27.70	56.40
1	38.30	20.40	60.40
1	17.90	22.10	32.90
1	44.40	20.20	26.00
1	65.60	35.50	70.70
1	59.80	18.30	40.70
1	37.80	34.90	60.20
1	75.20	36.50	50.20
1	34.50	26.50	36.50
1	24.40	27.70	27.50
1	29.80	19.10	40.40
1	79.10	33.40	54.00
1	49.70	24.50	86.90
1	58.20	35.90	67.50
1	73.00	31.90	47.50
1	64.60	36.60	85.30
1	64.40	35.90	24.00
1	26.00	36.50	40.80
1	35.50	28.20	84.60
1	46.70	20.30	74.50
1	36.40	33.20	35.70
1	72.60	18.70	21.70
1	20.70	38.50	57.50
1	74.90	29.10	26.90
1	55.70	28.10	29.20
1	35.00	17.50	21.60
1	37.40	38.50	37.20
1	44.40	18.50	84.80
1	29.60	34.10	84.60
1	57.80	38.50	37.60
1	36.00	32.50	73.90
1	48.10	16.60	37.40
1	54.20	30.00	59.10
1	23.80	35.60	45.80
1	34.20	30.00	86.80
1	36.90	22.20	55.50
1	61.50	34.30	53.80
1	48.70	35.40	77.10
1	27.60	26.90	80.10
1	57.20	18.90	52.60
1	59.90	38.40	50.10
1	18.70	30.60	46.90
1	71.10	33.90	59.80
1	24.70	20.40	40.60
1	54.40	28.00	60.10
1	71.80	29.70	70.50
1	25.00	23.10	67.70
1	61.90	22.90	66.00
1	64.70	33.60	24.00
1	65.20	15.80	24.20
1	39.90	28.30	42.20
1	22.70	28.60	64.00
1	48.90	36.60	62.10
1	24.80	33.50	60.90
1	20.20	29.80	62.40
1	25.40	31.60	40.40
1	27.30	37.50	25.70
1	17.40	28.30	24.00
1	55.10	25.10	69.90
1	17.20	37.30	35.10
1	58.70	30.10	49.80
1	15.50	16.60	34.80
1	59.20	25.20	22.90
1	77.60	21.70	74.20
1	35.20	25.00	38.80
1	79.10	18.40	60.80
1	26.80	17.80	75.00
1	16.40	20.60	87.30
1	55.60	16.00	26.20
1	78.90	20.60	52.40
1	33.40	32.70	44.30
1	47.80	34.10	74.00
1	30.20	28.90	87.30
1	33.00	36.30	67.70
1	77.60	32.90	55.70
1	73.40	32.10	20.70
1	53.30	32.30	73.70
1	16.60	39.20	30.50
1	51.20	20.30	89.80
1	32.90	16.70	60.60
1	78.50	36.50	34.10
1	73.70	19.10	39.40
1	45.00	38.90	41.70
1	68.90	17.10	21.70
1	45.00	27.90	65.90
1	58.80	34.50	32.20
1	21.50	31.50	47.20
1	24.60	27.60	57.10
1	34.90	18.50	73.60
1	16.60	38.50	49.90
1	26.40	21.90	63.80
1	55.90	15.10	61.90
1	75.90	24.40	70.60
1	16.70	27.60	41.10
1	73.00	28.00	26.20
1	35.80	35.50	78.40
1	52.70	23.30	37.70
1	58.30	18.00	55.90
1	72.90	24.30	67.10
1	38.40	36.40	64.60
1	48.80	24.50	24.90
1	17.40	25.60	22.50
1	65.80	26.40	75.60
1	27.60	35.00	73.80
1	30.00	35.30	82.20
1	74.90	36.80	49.40
1	69.10	34.30	53.50
1	53.70	29.90	57.60
1	78.50	32.80	45.10
1	32.90	36.10	46.10
1	16.70	27.80	63.20
1	69.30	36.60	34.10
1	17.40	28.90	85.80
1	49.50	39.90	74.90
1	60.90	30.10	73.30
1	56.50	31.30	50.60
1	38.30	25.50	76.60
1	34.00	18.60	82.30
1	57.70	36.30	30.70
1	36.40	15.80	22.90
1	46.50	33.30	44.00
1	40.00	35.20	43.90
1	30.40	39.80	76.70
1	63.10	37.20	61.70
1	57.90	19.60	23.80
1	21.10	21.00	76.70
1	69.70	29.40	73.90
1	38.20	20.90	60.00
1	54.90	28.00	43.70
1	67.70	22.90	66.10
1	69.60	33.10	77.50
1	18.30	15.50	44.70
1	53.50	35.50	67.30
1	39.50	22.60	49.20
1	35.50	31.50	36.70
1	57.20	18.70	43.40
1	29.50	29.60	65.10
1	34.10	21.70	38.90
1	22.00	32.30	30.70
1	51.70	16.80	49.30
1	63.10	32.10	53.40
1	43.20	37.40	67.70
1	40.00	23.50	22.10
1	28.00	26.70	30.70
1	65.80	30.80	77.20
1	49.70	33.80	29.90
1	33.60	20.90	41.10
1	27.00	40.00	54.00
1	27.60	35.60	36.70
1	75.50	16.20	27.70
1	43.50	39.80	89.80
1	55.20	18.70	26.50
1	65.90	38.70	63.50
1	69.70	19.00	21.80
1	49.20	23.60	79.10
1	55.60	26.10	55.30
1	32.90	18.30	65.30
1	37.50	28.40	42.60
1	30.20	21.30	52.70
1	42.70	16.30	83.70
1	60.60	39.20	40.50
1	79.60	15.10	78.30
1	31.00	23.10	35.80
1	72.20	28.30	85.50
1	45.30	21.50	34.50
1	32.90	33.50	40.00
1	51.20	16.60	34.10
1	51.90	25.60	21.10
1	55.10	36.30	41.30
1	48.00	39.70	21.10
1	55.70	20.10	30.50
1	70.30	22.60	58.00
1	28.40	27.40	61.30
1	63.70	19.10	26.10
1	62.90	30.00	55.90
1	65.30	28.70	65.90
1	35.10	40.00	66.50
1	63.80	26.60	76.10
1	40.70	17.40	78.30
1	43.40	29.50	81.40
1	41.60	17.70	49.80
1	67.40	39.60	88.10
1	53.70	20.20	85.20
1	21.70	17.30	26.20
1	74.90	37.20	36.20
1	20.00	33.70	81.80
1	15.30	19.70	27.30
1	37.00	37.50	43.90
1	15.50	19.10	89.00
1	18.60	17.60	65.90
1	31.80	30.00	52.80
1	37.30	19.40	79.90
1	37.20	35.70	42.20
1	55.70	30.00	89.50
1	36.00	27.70	60.10
1	20.20	16.40	21.40
1	26.60	30.40	77.20
1	79.90	28.00	49.30
1	33.10	37.90	26.10
1	79.10	17.40	50.60
1	24.50	29.00	47.80
1	30.50	33.60	23.30
1	73.90	28.00	67.10
1	34.60	18.20	52.70
1	36.50	36.50	50.80
1	59.90	28.10	20.10
1	56.00	36.70	78.80
1	16.40	19.20	56.00
1	34.10	28.90	44.10
1	25.10	34.70	30.00
1	60.40	20.60	51.60
1	19.00	29.10	24.60
1	40.80	31.40	28.30
1	57.30	37.00	64.40
1	44.40	36.20	77.20
1	35.40	36.70	77.50
1	60.20	34.10	83.60
1	75.90	36.30	20.50
1	67.00	26.60	88.70
1	46.60	30.70	81.60
1	21.40	37.80	25.20
1	70.80	36.30	81.50
1	24.20	36.20	31.20
1	63.60	35.30	69.70
1	36.80	35.80	61.70
1	44.40	34.20	78.10
1	16.60	20.80	38.50
1	56.60	16.70	38.00
1	28.80	29.00	44.30
1	65.80	30.40	51.80
1	18.20	21.20	40.20
1	67.20	28.20	53.10
1	55.60	27.00	21.70
1	21.00	20.90	89.90
1	16.60	28.40	55.60
1	53.50	36.30	78.70
1	67.50	37.60	85.70
1	47.50	16.30	66.10
1	36.00	32.70	41.60
1	49.90	20.10	42.60
1	64.50	29.60	53.90
1	30.00	28.60	46.40
1	47.70	28.50	33.50
1	55.80	29.50	36.60
1	73.90	35.80	63.70
1	78.30	31.80	84.60
1	37.60	28.80	71.60
1	72.50	21.90	43.00
1	53.40	23.30	28.80
1	58.30	21.30	75.20
1	27.00	39.70	62.80
1	51.40	24.20	40.50
1	64.40	29.20	88.40
1	20.70	25.10	78.60
1	74.30	32.80	51.20
1	78.90	32.40	33.20
1	46.60	27.60	66.10
1	70.60	34.60	29.80
1	74.70	26.60	32.90
1	28.60	35.30	60.00
1	26.60	36.80	36.00
1	24.00	23.90	38.30
1	20.10	36.90	57.40
1	57.40	35.30	20.30
1	58.10	23.40	40.10
1	37.70	32.20	89.30
1	74.20	20.50	61.70
1	40.30	23.80	26.60
1	74.10	33.10	24.70
1	69.20	35.70	57.10
1	29.90	25.60	24.80
1	29.00	39.40	53.50
1	39.50	35.70	86.90
1	60.50	34.00	63.60
1	16.30	37.70	57.00
1	58.30	15.80	65.90
1	39.50	30.30	24.80
1	40.70	20.30	44.40
1	40.00	37.90	85.60
1	67.50	30.70	54.80
1	75.60	16.70	27.80
1	66.40	32.50	57.20
1	16.00	36.60	48.00
1	76.70	24.60	29.60
1	77.30	28.30	26.60
1	20.00	19.50	35.00
1	25.30	36.40	39.70
1	74.00	32.80	77.00
1	77.30	28.10	66.00
1	19.20	30.20	61.20
1	33.50	21.00	27.90
1	15.20	20.30	63.30
1	72.40	32.00	82.10
1	66.60	28.80	63.00
1	32.70	15.50	52.90
1	19.70	35.20	55.00
